1	78	0	0	1.13642564984
1	78	0	1	1.13290685077
1	78	0	2	1.1161144538
1	78	0	3	1.08859197552
2	90	0	0	1.1066623217
2	90	0	1	1.15459882784
2	90	0	2	1.13183890948
2	90	0	3	1.19484201381
3	89	0	0	1.20395909923
3	89	0	1	1.18298008968
3	89	0	2	1.14749474024
3	89	0	3	1.16041387952
4	88	0	0	1.05535959731
4	88	0	1	1.07513565787
4	88	0	2	1.07623489256
4	88	0	3	1.11506169692
5	77	0	0	1.06015366913
5	77	0	1	1.115680893
5	77	0	2	1.08355073526
5	77	0	3	1.07104976568
6	85	0	0	1.21761298233
6	85	0	1	1.26563177359
6	85	0	2	1.17725490365
6	85	0	3	1.22608081637
7	84	0	0	1.07239838813
7	84	0	1	1.42457255793
7	84	0	2	1.0590142342
7	84	0	3	1.08063131827
8	32	0	0	1.13640569564
8	32	0	1	1.04351925721
8	32	0	2	1.04599401523
8	32	0	3	1.07514896457
9	69	0	0	1.03960497783
9	69	0	1	1.02466484767
9	69	0	2	1.03808402168
9	69	0	3	1.04517079568
10	79	0	0	1.06568174981
10	79	0	1	1.04069262444
10	79	0	2	1.05553196397
10	79	0	3	1.05098685507
11	76	0	0	1.03734496054
11	76	0	1	1.05204251281
11	76	0	2	1.02238898026
11	76	0	3	1.05782663208
12	83	0	0	1.17734760232
12	83	0	1	1.09983127979
12	83	0	2	1.09357449175
12	83	0	3	1.11412857663
13	70	0	0	1.15760234829
13	70	0	1	1.09431500975
13	70	0	2	1.09304683412
13	70	0	3	1.05763962539
14	73	0	0	1.07815709985
14	73	0	1	1.04403375257
14	73	0	2	1.08309401281
14	73	0	3	1.07801661479
15	86	0	0	1.08541842764
15	86	0	1	1.07787725282
15	86	0	2	1.04963315509
15	86	0	3	1.08657958211
16	87	0	0	1.15045455866
16	87	0	1	1.1556051259
16	87	0	2	1.1731069132
16	87	0	3	1.20750897729
17	82	0	0	1.13228116073
17	82	0	1	1.03063467672
17	82	0	2	1.05432236351
17	82	0	3	1.03163494254
18	72	0	0	1.12506711406
18	72	0	1	1.05989161447
18	72	0	2	1.08547365243
18	72	0	3	1.04467550974
19	67	0	0	1.12585324212
19	67	0	1	1.11671677872
19	67	0	2	1.08021611391
19	67	0	3	1.11616596717
20	65	0	0	0.979943844634
20	65	0	1	0.989961566163
20	65	0	2	1.00963677812
20	65	0	3	0.983166227391
21	35	0	0	1.16092221854
21	35	0	1	1.1612692056
21	35	0	2	1.12094387596
21	35	0	3	1.16441089266
22	36	0	0	1.18787031535
22	36	0	1	1.163724632
22	36	0	2	1.13416559408
22	36	0	3	1.15288133733
23	44	0	0	1.12369165149
23	44	0	1	1.15244960208
23	44	0	2	1.10831372667
23	44	0	3	1.16625327781
24	51	0	0	0.88372095509
24	51	0	1	0.902634721599
24	51	0	2	0.882823163353
24	51	0	3	0.888204794427
25	142	0	0	1.15752344623
25	142	0	1	1.13135694157
25	142	0	2	1.04944591326
25	142	0	3	1.09078635084
26	143	0	0	0.973927846749
26	143	0	1	0.940048265626
26	143	0	2	0.978024404265
26	143	0	3	1.00546355827
27	145	0	0	1.43553801957
27	145	0	1	1.45763258254
27	145	0	2	1.54534437756
27	145	0	3	1.55529992955
28	144	0	0	1.54276681693
28	144	0	1	1.57951167374
28	144	0	2	1.49126710846
28	144	0	3	1.63470009898
1	96	4	0	0.994554591037
1	96	4	1	1.02979747638
1	96	4	2	1.18208848197
1	96	4	3	1.11726524424
2	106	4	0	1.17679699613
2	106	4	1	1.13415092177
2	106	4	2	1.15319009013
2	106	4	3	1.15238185762
3	94	4	0	1.15210473221
3	94	4	1	1.09285769285
3	94	4	2	1.07332287553
3	94	4	3	1.10616767483
4	102	4	0	1.09298472314
4	102	4	1	1.12023191944
4	102	4	2	1.22905430731
4	102	4	3	1.15539763113
5	139	4	0	1.16610120523
5	139	4	1	1.07960067975
5	139	4	2	1.11709462672
5	139	4	3	1.01174044067
6	131	4	0	1.02453426316
6	131	4	1	0.976695501865
6	131	4	2	1.05068491078
6	131	4	3	1.14994443696
7	119	4	0	1.10198569132
7	119	4	1	1.09424614638
7	119	4	2	1.02603847118
7	119	4	3	1.0889292196
8	45	4	0	1.42340553282
8	45	4	1	1.36889288426
8	45	4	2	1.37080658157
8	45	4	3	1.31208829779
10	62	4	0	1.08798418097
10	62	4	1	1.17076574981
10	62	4	2	1.15405252434
10	62	4	3	1.12043239048
11	54	4	0	1.37103444681
11	54	4	1	1.35424969354
11	54	4	2	1.42405222548
11	54	4	3	1.35222329812
12	43	4	0	1.11313352541
12	43	4	1	1.07997077386
12	43	4	2	1.05458122397
12	43	4	3	1.00616497825
